filename;reference_author;reference_year;reference_title
INTEGR~2.PDF;" t. a. rauch, x. wu, x. zhong, a. d. riggs, and g. p. pfeifer, “a
human b cell methylome at 100-base pair resolution,” proceedings of the national acadamy of sciences of the united states of
america, vol. 106, no. 3, pp. 671–678, 2009.



international journal of rheumatology";2009; t
INTEGR~2.PDF;" m. p. ball, j. b. li, y. gao et al., “targeted and genome-scale
strategies reveal gene-body methylation signatures in human
cells,” nature biotechnology, vol. 27, no. 4, pp. 361–368, 2009.";2009; m
INTEGR~2.PDF;" h. zhu, w. mi, h. luo et al., “whole-genome transcription and
dna methylation analysis of peripheral blood mononuclear
cells identified aberrant gene regulation pathways in systemic
lupus erythematosus,” arthritis research & therapy, vol. 18, p.
162, 2016.";2016; h
INTEGR~2.PDF;" p.-s. tsou, j. d. wren, and m. a. amin, “histone deacetylase
5 is overexpressed in scleroderma endothelial cells and impairs
angiogenesis via repression of proangiogenic factors,” arthritis
& rheumatology, vol. 68, pp. 2975–2985, 2016.";2016; p.-s
INTEGR~2.PDF;" c. j. wagner, c. schultz, and m. a. mall, “neutrophil elastase
and matrix metalloproteinase 12 in cystic fibrosis lung disease,”
molecular and cellular pediatrics, vol. 3, no. 1, 2016.";2016; c
INTEGR~2.PDF;" l. akkari, v. gocheva, j. c. kester et al., “distinct functions
of macrophage-derived and cancer cell-derived cathepsin z
combine to promote tumor malignancy via interactions with
the extracellular matrix,” genes & development, vol. 28, no. 19,
pp. 2134–2150, 2014.";2014; l
INTEGR~2.PDF;" n. iwamoto, s. vettori, b. maurer et al., “downregulation of
mir-193b in systemic sclerosis regulates the proliferative vasculopathy by urokinase-type plasminogen activator expression,”
annals of the rheumatic diseases, vol. 75, no. 1, pp. 303–310,
2016.";2016; n
INTEGR~2.PDF;" n. legány, g. toldi, j. h. w. distler et al., “increased plasma
soluble urokinase plasminogen activator receptor levels in
systemic sclerosis";2015;" possible association with microvascular
abnormalities and extent of fibrosis,” clinical chemistry and
laboratory medicine, vol"
INTEGR~2.PDF;" b. ma, h. cheng, r. gao et al., “zyxin-siah2-lats2 axis mediates
cooperation between hippo and tgf-𝛽 signalling pathways,”
nature communications, vol. 7, article no. 11123, 2016.";2016; b
INTEGR~2.PDF;" a. bianchi-smiraglia, d. kunnev, m. limoge, a. lee, m. c.
beckerle, and a. v. bakin, “integrin-𝛽5 and zyxin mediate
formation of ventral stress fibers in response to transforming
growth factor 𝛽,” cell cycle, vol. 12, no. 21, pp. 3377–3389, 2013.";2013; a
INTEGR~2.PDF;" y. asano, h. ihn, k. yamane, m. jinnin, y. mimura, and k.
tamaki, “increased expression of integrin 𝛼v𝛽3 contributes to
the establishment of autocrine tgf-𝛽 signaling in scleroderma
fibroblasts,” the journal of immunology, vol. 175, no. 11, pp.
7708–7718, 2005.";2005; y
INTEGR~2.PDF;" f. cevikbas, s. seeliger, m. fastrich et al., “role of proteaseactivated receptors in human skin fibrosis and scleroderma,”
experimental dermatology, vol. 20, no. 1, pp. 69–71, 2011.";2011; f
INTEGR~2.PDF;" p. f. mercer, x. deng, and r. c. chambers, “signaling pathways
involved in proteinase-activated receptor1-induced proinflammatory and profibrotic mediator release following lung injury,”
annals of the new york academy of sciences, vol. 1096, pp. 86–
88, 2007.";2007; p
INTEGR~2.PDF;" v. riccieri, g. parisi, a. spadaro et al., “reduced circulating
natural killer t cells and gamma/delta t cells in patients with
systemic sclerosis,” the journal of rheumatology, vol. 32, no. 2,
pp. 283–286, 2005.";2005; v
INTEGR~2.PDF;" l. parolin ercole, m. malvezzi, a. c. boaretti, s. ramos
da rosa utiyama, and a. rachid, “analysis of lymphocyte
subpopulations in systemic sclerosis,” journal of investigational
allergology and clinical immunology, vol. 13, no. 2, pp. 87–93,
2003.";2003; l
INTEGR~2.PDF;" t. gambichler, c. tigges, b. burkert, s. hoxtermann, p. altmeyer, and a. kreuter, “absolute count of t and b lymphocyte

19
";; t
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"
";;
INTEGR~2.PDF;"

subsets is decreased in systemic sclerosis,” european journal of
medical research, vol. 15, no. 1, pp. 44–46, 2010.
m. horikawa, m. hasegawa, k. komura et al., “abnormal
natural killer cell function in systemic sclerosis";2010;" altered cytokine
production and defective killing activity,” journal of investigative
dermatology, vol"
RECOMM~1.PDF; bruns, s., valdez, a.c., greven, c., zieﬂe, m., schroeder, u.;2015;" what should i read
next? a personalized visual publication recommender system"
RECOMM~1.PDF; jordan, m.i., mitchell, t.m.;2015;" machine learning: trends, perspectives, and
prospects"
RECOMM~1.PDF; shahriari, b., swersky, k., wang, z., adams, r.p., de freitas, n.;2016;" taking the
human out of the loop: a review of bayesian optimization"
RECOMM~1.PDF; holzinger, a.;2016;" interactive machine learning for health informatics: when do we need
the human-in-the-loop? springer brain inform"
RECOMM~1.PDF; holzinger, a., plass, m., holzinger, k., crişan, g.c., pintea, c.-m., palade, v.;;"
towards interactive machine learning (iml): applying ant colony algorithms to
solve the traveling salesman problem with the human-in-the-loop approach"
RECOMM~1.PDF; lncs, vol. 9817, pp. 81–95. springer, heidelberg (2016). doi;2016;"10.1007/
978-3-319-45507-5 6
6"
RECOMM~1.PDF; goldberg, d., nichols, d., oki, b.m., terry, d.;1992;" using collaborative ﬁltering to
weave an information tapestry"
RECOMM~1.PDF; resnick, p., varian, h.r.;1997; recommender systems
RECOMM~1.PDF; pazzani, m.j.;1999; a framework for collaborative, content-based and demographic ﬁltering
RECOMM~1.PDF; burke, r.;2002; hybrid recommender systems: survey and experiments
RECOMM~1.PDF; sill, j., takács, g., mackey, l., lin, d.;2009; feature-weighted linear stacking
RECOMM~1.PDF;" tinghuai, m., jinjuan, z., meili, t., yuan, t., abdullah, a.d., mznah, a.r.,
sungyoung, l.";2015;" social network and tag sources based augmenting collaborative
recommender system"
RECOMM~1.PDF; o’donovan, j., smyth, b.;2005; trust in recommender systems
RECOMM~1.PDF; gao, p., miao, h., baras, j.s., golbeck, j.;2016; star: semiring trust inference for trustaware social recommenders
RECOMM~1.PDF; bansal, t., belanger, d., mccallum, a.;2016;" ask the gru: multi-task learning for deep
text recommendations"
RECOMM~1.PDF; covington, p., adams, j., sargin, e.;2016; deep neural networks for youtube recommendations
RECOMM~1.PDF; koren, y., bell, r., volinsky, c., et al.;2009; matrix factorization techniques for recommender systems
RECOMM~1.PDF; ge, h., caverlee, j., lu, h.;2016; taper: a contextual tensor-based approach for personalized expert recommendation
RECOMM~1.PDF; kim, d., park, c., oh, j., lee, s., yu, h.;2016;" convolutional matrix factorization
for document context-aware recommendation"
RECOMM~1.PDF; karatzoglou, a., amatriain, x., baltrunas, l., oliver, n.;2010;" multiverse recommendation: n-dimensional tensor factorization for context-aware collaborative ﬁltering.
in: proceedings of the fourth acm conference on recommender systems, pp"
RECOMM~1.PDF; koren, y.;2009; the bellkor solution to the netﬂix grand prize
RECOMM~1.PDF; powers, d.m.;2011; evaluation: from precision, recall and f-measure to roc, informedness, markedness and correlation 
RECOMM~1.PDF; ge, m., delgado-battenfeld, c., jannach, d.;2010; beyond accuracy: evaluating recommender systems by coverage and serendipity
RECOMM~1.PDF; swearingen, k., sinha, r.;2001;" beyond algorithms: an hci perspective on recommender
systems"
RECOMM~1.PDF; knijnenburg, b.p., reijmer, n.j., willemsen, m.c.;2011;" each to his own: how diﬀerent
users call for diﬀerent interaction methods in recommender systems"
RECOMM~1.PDF; pu, p., chen, l., hu, r.;2012; evaluating recommender systems from the user?s perspective: survey of the state of the art
RECOMM~1.PDF; he, c., parra, d., verbert, k.;2016;" interactive recommender systems: a survey of the
state of the art and future research challenges and opportunities"
RECOMM~1.PDF; calero valdez, a., özdemir, d., yazdi, m.a., schaar, a.k., zieﬂe, m.;2015;" orchestrating collaboration-using visual collaboration suggestion for steering of research
clusters"
RECOMM~1.PDF; calero valdez, a., zieﬂe, m., verbert, k.;2016;" hci for recommender systems: the
past, the present and the future"
RECOMM~1.PDF; wiesner, m., pfeifer, d.;2014;" health recommender systems: concepts, requirements,
technical basics and challenges"
RECOMM~1.PDF; farrell, r.g., danis, c.m., ramakrishnan, s., kellogg, w.a.;2012; intrapersonal retrospective recommendation: lifestyle change recommendations using stable patterns of personal behavior
RECOMM~1.PDF; roitman, h., messika, y., tsimerman, y., maman, y.;2010;" increasing patient safety
using explanation-driven personalized content recommendation"
RECOMM~1.PDF; rokicki, m., herder, e., demidova, e.;2015;" whats on my plate: towards recommending
recipe variations for diabetes patients"
RECOMM~1.PDF; elsweiler, d., harvey, m., ludwig, b., said, a.;2015;" bringing the healthy into food
recommenders"
RECOMM~1.PDF; fernandez-luque, l., karlsen, r., vognild, l.k.;2009;" challenges and opportunities of
using recommender systems for personalized health education"
RECOMM~1.PDF; sezgin, e., özkan, s.;2013; a systematic literature review on health recommender systems
RECOMM~1.PDF; achananuparp, p., weber, i.;2016; extracting food substitutes from food diary via distributional similarity
RECOMM~1.PDF; freyne, j., berkovsky, s.;2010; recommending food: reasoning on recipes and ingredients
RECOMM~1.PDF; ge, m., ricci, f., massimo, d.;2015; health-aware food recommender system
RECOMM~1.PDF; harvey, m., ludwig, b., elsweiler, d.;2012; learning user tastes: a ﬁrst step to generating healthy meal plans
RECOMM~1.PDF; berkovsky, s., freyne, j.;2010;" group-based recipe recommendations: analysis of data
aggregation strategies"
RECOMM~1.PDF; said, a., tikk, d., shi, y., larson, m., stumpf, k., cremonesi, p.;2012;" recommender
systems evaluation: a 3d benchmark"
RECOMM~1.PDF; herlocker, j.l., konstan, j.a., terveen, l.g., riedl, j.t.;2004;" evaluating collaborative
ﬁltering recommender systems"
RECOMM~1.PDF; zieﬂe, m., rocker, c., holzinger, a.;2011;" medical technology in smart homes: exploring
the user’s perspective on privacy, intimacy and trust"
RECOMM~1.PDF; zhou, t., kuscsik, z., liu, j.g., medo, m., wakeling, j.r., zhang, y.c.;2010; solving the apparent diversity-accuracy dilemma of recommender systems
RECOMM~1.PDF; beale, r.;2007;" supporting serendipity: using ambient intelligence to augment user
exploration for data mining and web browsing"
RECOMM~1.PDF;" hors-fraile, s., benjumea, f.j.n., hernández, l.c., ruiz, f.o., fernandez-luque,
l.";2016;" design of two combined health recommender systems for tailoring messages in
a smoking cessation app"
RECOMM~1.PDF; ekstrand, j.d., ekstrand, m.d.;2016;" first do no harm: considering and minimizing
harm in recommender systems designed for engendering health"
RECOMM~1.PDF; mobasher, b., burke, r., bhaumik, r., williams, c.;2007; toward trustworthy recommender systems: an analysis of attack models and algorithm robustness
RECOMM~1.PDF; grasgruber, p., sebera, m., hrazdira, e., hrebickova, s., cacek, j.;2016;" food consumption and the actual statistics of cardiovascular diseases: an epidemiological
comparison of 42 european countries"
RECOMM~1.PDF; spinuzzi, c.;2005; the methodology of participatory design
RECOMM~1.PDF; ekstrand, m.d., willemsen, m.c.;2016; behaviorism is not enough: better recommendations through listening to users
RECOMM~1.PDF; barnes, s.b.;2006; a privacy paradox: social networking in the united states
RECOMM~1.PDF; martin, r.l.;2009;" the design of business: why design thinking is the next competitive
advantage"
RECOMM~1.PDF; dwork, c.;2008; diﬀerential privacy: a survey of results
RECOMM~1.PDF; aggarwal, c.c., philip, s.y.;2008;" a general survey of privacy-preserving data mining
models and algorithms"
RECOMM~1.PDF; zieﬂe, m., halbey, j., kowalewski, s.;2016; users willingness to share data on the internet: perceived beneﬁts and caveats
RECOMM~1.PDF; kowalewski, s., zieﬂe, m., ziegeldorf, h., wehrle, k.;2015; like us on facebook!analyzing user preferences regarding privacy settings in germany
RECOMM~1.PDF; akhter, h.s.;2014; privacy concern and online transactions: the impact of internet selfeﬃcacy and internet involvement
RECOMM~1.PDF; fogel, j., nehmad, e.;2009;" internet social network communities: risk taking, trust, and
privacy concerns"
RECOMM~1.PDF; freestone, o., mitchell, v.;2004; generation y attitudes towards e-ethics and internetrelated misbehaviours
RECOMM~1.PDF; nissenbaum, h.;2011; a contextual approach to privacy online
RECOMM~1.PDF; wilkowska, w., zieﬂe, m.;2012;" privacy and data security in e-health: requirements
from the users perspective"
RECOMM~1.PDF; zieﬂe, m., himmel, s., wilkowska, w.;2011;" when your living space knows what you
do: acceptance of medical home monitoring by diﬀerent technologies"
RECOMM~1.PDF; schmidt, t., philipsen, r., zieﬂe, m.;2015; from v2x to control2trust
RECOMM~1.PDF; lipkus, i.m., hollands, j.;1998; the visual communication of risk
RECOMM~1.PDF; seipp, k., ochoa, x., gutiérrez, f., verbert, k.;2016;" a research agenda for managing
uncertainty in visual analytics"
RECOMM~1.PDF; gigerenzer, g., edwards, a.;2003;" simple tools for understanding risks: from innumeracy
to insight"
RECOMM~1.PDF; sedlmair, m., meyer, m., munzner, t.;2012;" design study methodology: reﬂections from
the trenches and the stacks"
RECOMM~1.PDF; calero valdez, a., bruns, s., greven, c., schroeder, u., zieﬂe, m.;2015;" what do my
colleagues know? dealing with cognitive complexity in organizations through visualizations"
RECOMM~1.PDF; parra, d., brusilovsky, p., trattner, c.;2014;" see what you want to see: visual user-driven
approach for hybrid recommendation"
RECOMM~1.PDF; calero valdez, a., brauner, p., zieﬂe, m., kuhlen, t.w., sedlmair, m.;2016;" human
factors in information visualization and decision support systems"
RECOMM~1.PDF; holzinger, a.;2016; interactive machine learning (iml)
RECOMM~1.PDF; kieseberg, p., malle, b., frühwirt, p., et al.;2016; brain inf
RECOMM~1.PDF; malle, b., kieseberg, p., weippl, e., holzinger, a.;2016; the right to be forgotten: towards machine learning on perturbed knowledge bases
RECOMM~1.PDF; kieseberg, p., weippl, e., holzinger, a.;; trust for the doctor-in-the-loop
RECOMM~1.PDF; felfernig, a., jeran, m., ninaus, g., reinfrank, f., reiterer, s.;2013;" toward the
next generation of recommender systems: applications and research challenges.
in: tsihrintzis, g.a"
RECOMM~1.PDF; rossetti, m., stella, f., zanker, m.;2016;" contrasting oﬄine and online results when
evaluating recommendation algorithms"
RECOMM~1.PDF; karumur, r.p., nguyen, t.t., konstan, j.a.;2016;" exploring the value of personality
in predicting rating behaviors: a study of category preferences on movielens"
RECOMM~1.PDF; azaria, a., hong, j.;2016; recommender systems with personality
RECOMM~1.PDF; shiv, b., carmon, z., ariely, d.;2005;" placebo eﬀects of marketing actions: consumers
may get what they pay for"
RECOMM~1.PDF; laufer, p., wagner, c., flöck, f., strohmaier, m.;2015;" mining cross-cultural relations
from wikipedia: a study of 31 european food cultures"
RECOMM~1.PDF; babitsch, b., braun, t., borde, t., david, m.;2008;" doctor’s perception of doctorpatient relationships in emergency departments: what roles do gender and ethnicity
play? bmc health serv"
RECOMM~1.PDF; knijnenburg, b.p., sivakumar, s., wilkinson, d.;2016; recommender systems for selfactualization
BALANC~1.PDF; almirall, e., wareham, j.;2008;" living labs and open innovation: roles and applicability.
ejov: electron"
BALANC~1.PDF; åström, j., karlsson, m.;2016;" will e-participation bring critical citizens back in?
in: tambouris, e., panagiotopoulos, p., sæbø, ø., wimmer, m.a., pardo, t.a.,
charalabidis, y., soares, d.s., janowski, t"
BALANC~1.PDF; springer, cham (2016). doi;2016;"10.1007/978-3-319-45074-2 7
3"
BALANC~1.PDF; bäcklund, p., mäntysalo, r.;2010;" agonism and institutional ambiguity: ideas on democracy and the role of participation in the development of planning theory and
practice-the case of finland"
BALANC~1.PDF; carr, d.s., halvorsen, k.;2001;" an evaluation of three democratic, community-based
approaches to citizen participation: surveys, conversations with community groups,
and community dinners"
BALANC~1.PDF; cheryl, k., stivers, c.;1998; government is us: public administration in an antigovernment era 
BALANC~1.PDF; desouza, k.c., bhagwatwar, a.;2012; citizen apps to solve complex urban problems
BALANC~1.PDF; ertiö, t., ruoppila, s.;2014; supporting ‘participation’ in mobile participation
BALANC~1.PDF; ertiö, t.p.;2015; participatory apps for urban planning - space for improvement
BALANC~1.PDF; ertiö, t.p., ruoppila, s., thiel, s.-k.;2016;" motivations to use a mobile participation
application"
BALANC~1.PDF; harding, m., knowles, b., davies, n., rounceﬁeld, m.;2015;" hci, civic engagement &
trust"
BALANC~1.PDF; korn, m.;2013;" situating engagement: ubiquitous infrastructures for in-situ civic
engagement"
BALANC~1.PDF; krek, a.;2005; rational ignorance of the citizens in public participatory planning
BALANC~1.PDF; lawrence, l., debbie, a., deagen, r.;2001;" choosing public participation methods
for natural resources: a context-speciﬁc guide"
BALANC~1.PDF; michels, a.;2011;" innovations in democratic governance: how does citizen participation
contribute to a better democracy? int"
BALANC~1.PDF; nicholson, s.;2012;" a user-centered theoretical framework for meaningful gamiﬁcation.
games+learning+society 8, 1 "
BALANC~1.PDF; parkinson, j., mansbridge, j.;2012;" deliberative systems: deliberative democracy at
the large scale"
BALANC~1.PDF; ruoppila, s., åström, j., lybeck, r., karlsson, m.;2017;" putting citizen participation in
place: will mobile phones change the spatiality of participatory planning? article
manuscript "
BALANC~1.PDF; thiel, s.k., ertiö, t.p.;2017;" play it to plan it? the impact of game elements on usage
of a urban planning app"
BALANC~1.PDF; thiel, s.k., lehner, u.;2015;" exploring the eﬀects of game elements in m-participation.
in: proceedings of the 2015 british hci conference, british hci 2015, pp"
BALANC~1.PDF; vogt, m., fröhlich, p.;2016; understanding cities and citizens: developing novel participatory development methods and public service concepts
BALANC~1.PDF; wang, x., wan wart, m.;2007;" when public participation in administration leads to
trust: an empirical assessment of managers perceptions"
BALANC~1.PDF; yang, k.;2005; public administrators trust in citizens: a missing link in citizen involvement eﬀorts
EXPLAI~1.PDF; defense advanced research projects agency (darpa);2016;" broad agency
announcement- explainable artiﬁcial intelligence "
EXPLAI~1.PDF; adadi, a., berrada, m.;2018;" peeking inside the black-box: a survey on explainable
artiﬁcial intelligence (xai)"
EXPLAI~1.PDF; biran, o., cotton, c.;2017;" explanation and justiﬁcation in machine learning: a survey.
in: ijcai 2017 workshop on explainable ai (xai), vol"
EXPLAI~1.PDF; choo, j., liu, s.;2018; visual analytics for explainable deep learning
EXPLAI~1.PDF; dannenhauer, d., floyd, m.w., molineaux, m., aha, d.w.;2018; learning from exploration: towards an explainable goal reasoning agent 
EXPLAI~1.PDF; främling, k.;1996;" explaining results of neural networks by contextual importance and
utility"
EXPLAI~1.PDF;" ghosal, s., blystone, d., singh, a.k., ganapathysubramanian, b., singh, a.,
sarkar, s.";2018; an explainable deep machine vision framework for plant stress phenotyping
EXPLAI~1.PDF; gunning, d.;2017; explainable artiﬁcial intelligence (xai)
EXPLAI~1.PDF; holzinger, a., biemann, c., pattichis, c.s., kell, d.b.;2017;" what do we need to build
explainable ai systems for the medical domain? arxiv preprint arxiv:1712.09923
"
EXPLAI~1.PDF; liu, s., wang, x., liu, m., zhu, j.;2017;" towards better analysis of machine learning
models: a visual analytics perspective"
EXPLAI~1.PDF; madhikermi, m., malhi, a.k., främling, k.;2019;" explainable artiﬁcial intelligence
based heat recycler fault detection in air handling unit"
EXPLAI~1.PDF; malhi, a., kampik, t., pannu, h., madhikermi, m., främling, k.;2019;" explaining
machine learning-based classiﬁcations of in-vivo gastral images"
EXPLAI~1.PDF; miller, t.;2019;" explanation in artiﬁcial intelligence: insights from the social sciences.
artif"
EXPLAI~1.PDF; ribeiro, m.t., singh, s., guestrin, c.;2016;" why should i trust you?: explaining the
predictions of any classiﬁer"
EXPLAI~1.PDF; samek, w., wiegand, t., müller, k.r.;2017; explainable artiﬁcial intelligence: understanding, visualizing and interpreting deep learning models
EXPLAI~1.PDF; weitz, k., schiller, d., schlagowski, r., huber, t., andré, e.;2019;" do you trust me?:
increasing user-trust by integrating virtual agents in explainable ai interaction
design"
ON-THE~1.PDF; axelrod, r.;1984; the evolution of cooperation
ON-THE~1.PDF; dellarocas, c.;2000; mechanisms for coping with unfair ratings and discriminatory behavior in online reputation reporting systems
ON-THE~1.PDF; feldman, m., lai, k., stoica, i., chuang, j.;2004; robust incentive techniques for peerto-peer networks
ON-THE~1.PDF; huynh, t.d., jennings, n.r., shadbolt, n.r.;2006; an integrated trust and reputation model for open multi-agent systems
ON-THE~1.PDF; jarvenpaa, s.l., tractinsky, n., vitale, m.;2000;" consumer trust in an internet store.
inf"
ON-THE~1.PDF; reid, k., robin, c.;2009;" smart cheaters do prosper: defeating trust and reputation
systems"
ON-THE~1.PDF; marsh, s.;1994; formalising trust as a computational concept 
ON-THE~1.PDF; mui, l., mohtashemi, m., halberstadt, a.;2002;" a computational model of trust and
reputation for e-businesses"
ON-THE~1.PDF; ramchurn, s.d., huynh, d., jennings, n.r.;2004; trust in multi-agent systems
ON-THE~1.PDF; sabater, j., sierra, c.;2001; regret: a reputation model for gregarious societies
ON-THE~1.PDF; sabater, j., sierra, c.;2005;" review on computational trust and reputation models.
artif"
ON-THE~1.PDF; salehi-abari, a., white, t.;2009;" towards con-resistant trust models for distributed
agent systems"
ON-THE~1.PDF; amirali, s.-a., tony, w.;2009; witness-based collusion and trust-aware societies
ON-THE~1.PDF; luke teacy, w.t., patel, j., jennings, n.r., luck, m.;2005; coping with inaccurate reputation sources: experimental analysis of a probabilistic trust model
ON-THE~1.PDF; whitby, a., jsang, a., indulska, j.;2004; filtering out unfair ratings in bayesian reputation systems
ON-THE~1.PDF; yu, b., singh, m.p.;2000;" a social mechanism of reputation management in electronic
communities"
ON-THE~1.PDF; yu, b., singh, m.p.;2003; detecting deception in reputation management
EXPLOR~1.PDF;" kellis m, wold b, snyder mp, bernstein be, kundaje a, marinov gk, et al.
defining functional dna elements in the human genome. proc natl acad sci u
s a 2014;111";2014;"6131–8.
"
EXPLOR~1.PDF;" maston ga, evans sk, green mr. transcriptional regulatory elements in the
human genome. annu rev genomics hum genet 2006;7";2006;"29–59.
"
EXPLOR~1.PDF; lenhard b, sandelin a, carninci p. metazoan promoters;2012;" emerging
characteristics and insights into transcriptional regulation"
EXPLOR~1.PDF; ong ct, corces vg. enhancer function;2011;" new insights into the regulation of
tissue-specific gene expression"
EXPLOR~1.PDF;" gasperini m, tome jm, shendure j. towards a comprehensive catalogue of
validated and target-linked human enhancers. nat rev genet 2020.";2020; gasperini m, tome jm, shendure j
EXPLOR~1.PDF;" vian l, pekowska a, rao ssp, kieffer-kwon kr, jung s, baranello l, et al. the
energetics and physiological impact of cohesin extrusion. cell 2018;173.
1165–78 e20.";2018; vian l, pekowska a, rao ssp, kieffer-kwon kr, jung s, baranello l, et al
EXPLOR~1.PDF;" davidson if, bauer b, goetz d, tang w, wutz g, peters jm. dna loop extrusion
by human cohesin. science 2019;366";2019;"1338–45.
"
EXPLOR~1.PDF; landry jr, mager dl, wilhelm bt. complex controls;2003;" the role of alternative
promoters in mammalian genomes"
EXPLOR~1.PDF;" davuluri rv, suzuki y, sugano s, plass c, huang thm. the functional
consequences of alternative promoter use in mammalian genomes. trends
genet 2008;24";2008;"167–77.
"
EXPLOR~1.PDF;" yoo ej, cooke ne, liebhaber sa. identification of a secondary promoter within
the human b cell receptor component gene hcd79b. j biol chem
2013;288";2013;"18353–65.
"
EXPLOR~1.PDF;" andersson r, gebhard c, miguel-escalada i, hoof i, bornholdt j, boyd m, et al.
an atlas of active enhancers across human cell types and tissues. nature
2014;507";2014;"455–61.
"
EXPLOR~1.PDF; long hk, prescott sl, wysocka j. ever-changing landscapes;2016;" transcriptional
enhancers in development and evolution"
EXPLOR~1.PDF;" bulger m, groudine m. functional and mechanistic diversity of distal
transcription enhancers. cell 2011;144";2011;"327–39.
"
EXPLOR~1.PDF;" chepelev i, wei g, wangsa d, tang q, zhao k. characterization of genomewide enhancer-promoter interactions reveals co-expression of interacting
genes and modes of higher order chromatin organization. cell res
2012;22";2012;"490–503.
"
EXPLOR~1.PDF;" osterwalder m, barozzi i, tissieres v, fukuda-yuzawa y, mannion bj, afzal sy,
et al. enhancer redundancy provides phenotypic robustness in mammalian
development. nature 2018;554";2018;"239–43.
"
EXPLOR~1.PDF;" symmons o, pan l, remeseiro s, aktas t, klein f, huber w, et al. the shh
topological domain facilitates the action of remote enhancers by reducing the
effects of genomic distances. dev cell. 2016;39";2016;"529–43.
"
EXPLOR~1.PDF;" benabdallah ns, williamson i, illingworth rs, kane l, boyle s, sengupta d,
et al. decreased enhancer-promoter proximity accompanying enhancer
activation. mol cell 2019;76. 473–84 e7.";2019;" benabdallah ns, williamson i, illingworth rs, kane l, boyle s, sengupta d,
et al"
EXPLOR~1.PDF;" schwarzer w, abdennur n, goloborodko a, pekowska a, fudenberg g, loemie y, et al. two independent modes of chromatin organization revealed by
cohesin removal. nature 2017;551";2017;"51–6.
"
EXPLOR~1.PDF;" rao ssp, huang sc, glenn st hilaire b, engreitz jm, perez em, kieffer-kwon
kr, et al. cohesin loss eliminates all loop domains. cell 2017;171. 305–20
e24.";2017;" rao ssp, huang sc, glenn st hilaire b, engreitz jm, perez em, kieffer-kwon
kr, et al"
EXPLOR~1.PDF; mora a, sandve gk, gabrielsen os, eskeland r. in the loop;2016; promoterenhancer interactions and bioinformatics
EXPLOR~1.PDF;" kim s, shendure j. mechanisms of interplay between transcription factors
and the 3d genome. mol cell. 2019;76";2019;"306–19.
"
EXPLOR~1.PDF;" stadhouders r, filion gj, graf t. transcription factors and 3d genome
conformation in cell-fate decisions. nature 2019;569";2019;"345–54.
"
EXPLOR~1.PDF;" alexander jm, guan j, li b, maliskova l, song m, shen y, et al. live-cell
imaging reveals enhancer-dependent sox2 transcription in the absence of
enhancer proximity. elife 2019;8.";2019; alexander jm, guan j, li b, maliskova l, song m, shen y, et al
EXPLOR~1.PDF;" mouse genome sequencing c, waterston rh, lindblad-toh k, birney e,
rogers j, abril jf, et al. initial sequencing and comparative analysis of the
mouse genome. nature 2002;420";2002;"520–62.
"
EXPLOR~1.PDF;" siepel a, bejerano g, pedersen js, hinrichs as, hou m, rosenbloom k, et al.
evolutionarily conserved elements in vertebrate, insect, worm, and yeast
genomes. genome res 2005;15";2005;"1034–50.
"
EXPLOR~1.PDF;" rada-iglesias a, bajpai r, swigut t, brugmann sa, flynn ra, wysocka j. a
unique chromatin signature uncovers early developmental enhancers in
humans. nature 2011;470";2011;"279–83.



568

h"
EXPLOR~1.PDF;" local a, huang h, albuquerque cp, singh n, lee ay, wang w, et al.
identification of h3k4me1-associated proteins at mammalian enhancers. nat
genet 2018;50";2018;"73–82.
"
EXPLOR~1.PDF;" ernst j, kheradpour p, mikkelsen ts, shoresh n, ward ld, epstein cb, et al.
mapping and analysis of chromatin state dynamics in nine human cell types.
nature 2011;473";2011;"43–9.
"
EXPLOR~1.PDF;" kim th, barrera lo, zheng m, qu c, singer ma, richmond ta, et al. a highresolution map of active promoters in the human genome. nature
2005;436";2005;"876–80.
"
EXPLOR~1.PDF;" robertson g, hirst m, bainbridge m, bilenky m, zhao y, zeng t, et al. genomewide
profiles
of
stat1
dna
association
using
chromatin
immunoprecipitation and massively parallel sequencing. nat methods
2007;4";2007;"651–7.
"
EXPLOR~1.PDF;" skene pj, henikoff s. an efficient targeted nuclease strategy for highresolution mapping of dna binding sites. elife 2017;6.";2017; skene pj, henikoff s
EXPLOR~1.PDF;" kaya-okur hs, wu sj, codomo ca, pledger es, bryson td, henikoff jg, et al.
cut&tag for efficient epigenomic profiling of small samples and single cells.
nat commun 2019;10";2019;"1930.
"
EXPLOR~1.PDF;" boyle ap, davis s, shulha hp, meltzer p, margulies eh, weng z, et al. highresolution mapping and characterization of open chromatin across the
genome. cell 2008;132";2008;"311–22.
"
EXPLOR~1.PDF;" kundaje a, kyriazopoulou-panagiotopoulou s, libbrecht m, smith cl, raha d,
winters ee, et al. ubiquitous heterogeneity and asymmetry of the chromatin
environment at regulatory elements. genome res 2012;22";2012;"1735–47.
"
